"model","pirt_accuracy","theta","n_subset_items","n_all_items","avg_observed","avg_predicted","actual_accuracy","n_items","error","abs_error","squared_error"
"jan-hq/supermario-slerp-v3",0.81749723854772,0.726759057690016,30,5600,0.7,0.818130078252644,0.818770793206093,5711,-0.00127355465837298,0.00127355465837298,1.62194146786351e-06
"janhq/supermario-slerp-v2",0.819321016443995,0.749451104426337,30,5600,0.633333333333333,0.82032274543741,0.816669585011382,5711,0.00265143143261304,0.00265143143261304,7.03008864184843e-06
"jefferylovely/Merkaba-Maven-0.1",0.860177024733786,2.14937454473314,202,5600,0.668316831683168,0.867356676270694,0.859043950271406,5711,0.00113307446237998,0.00113307446237998,1.28385773729768e-06
"jeiku/Lunar_10.7B",0.734882825771073,-0.488531270015929,30,5600,0.733333333333333,0.734891171331779,0.784100857993346,5711,-0.0492180322222729,0.0492180322222729,0.0024224146958327
"jeonsworld/CarbonVillain-en-13B-v1",0.802922110025865,0.499986910660024,30,5600,0.666666666666667,0.803655981354551,0.840658378567676,5711,-0.037736268541811,0.037736268541811,0.00142402596345967
"jilp00/Nous-Hermes-2-SOLAR-10.7B-v1.1",0.731366504606643,-0.53474514206187,30,5600,0.6,0.732074044128762,0.745228506391175,5711,-0.013862001784532,0.013862001784532,0.000192155093474369
"jisukim8873/falcon-7B-case-6",0.6805351365752,-1.29070907332719,68,5600,0.617647058823529,0.681308164284367,0.67256172299072,5711,0.00797341358448,0.00797341358448,6.35753241891703e-05
"jisukim8873/mistralai-case-0-1",0.742298712640482,-0.379822462146123,30,5600,0.766666666666667,0.742167466927594,0.752232533706881,5711,-0.00993382106639906,0.00993382106639906,9.86808009792338e-05
"jondurbin/nontoxic-bagel-34b-v0.2",0.720297397231478,-0.697211392002132,33,5600,0.606060606060606,0.720974568797607,0.792155489406409,5711,-0.071858092174931,0.071858092174931,0.00516358541102088
"jpquiroga/Mistral_7B_dare_ties_merge_instruct_open_orca",0.733418662837171,-0.506171771794443,30,5600,0.833333333333333,0.732880522780639,0.71073367186132,5711,0.0226849909758511,0.0226849909758511,0.000514608815574445
"jrruethe/balthazar-2x10.7b-v1",0.725898673670072,-0.612195499503807,30,5600,0.766666666666667,0.725679097406177,0.769742601996148,5711,-0.043843928326076,0.043843928326076,0.00192229005106209
"jsfs11/MixtureofMerges-MoE-4x7b-v3",0.842547934182357,1.23373821621854,30,5600,0.566666666666667,0.844033829698599,0.851339520224129,5711,-0.00879158604177199,0.00879158604177199,7.72919851298801e-05
"jsfs11/SnorkelWestBeagle-DARETIES-7B",0.819308035386234,0.748750333761443,30,5600,0.733333333333333,0.819771094822785,0.828926632813868,5711,-0.00961859742763405,0.00961859742763405,9.25174164748883e-05
"juhwanlee/experiment2-cause-v1",0.750421745834389,-0.25997774700017,30,5600,0.7,0.750693317176406,0.758361057608125,5711,-0.00793931177373597,0.00793931177373597,6.30326714405826e-05
"juhwanlee/gemma-7B-alpaca-case-0-2",0.716273503473361,-0.746800992454418,30,5600,0.7,0.716361152504636,0.734547364734722,5711,-0.018273861261361,0.018273861261361,0.00033393400539947
"JunchengXie/Mistral-7B-Instruct-v0.2-gpt-4-80k-base_lora",0.708010622381538,-0.861470416467558,30,5600,0.766666666666667,0.707694701137632,0.709683067763964,5711,-0.00167244538242595,0.00167244538242595,2.79707355719787e-06
"kaitchup/Mayonnaise-4in1-01",0.837124349452138,1.0813328685879,30,5600,0.7,0.83786290070592,0.849063211346524,5711,-0.011938861894386,0.011938861894386,0.000142536423333222
"karakuri-ai/karakuri-lm-70b-chat-v0.1",0.705589690574954,-0.896180914895784,30,5600,0.7,0.70561979662832,0.753283137804237,5711,-0.0476934472292829,0.0476934472292829,0.0022746649086124
"kidyu/Moza-7B-v1.0",0.8030574016252,0.500431811501893,30,5600,0.566666666666667,0.804330601274887,0.761512869900193,5711,0.0415445317250071,0.0415445317250071,0.00172594811625012
"kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.31",0.735392014477241,-0.481821782730668,30,5600,0.666666666666667,0.735762168953779,0.771493608825074,5711,-0.036101594347833,0.036101594347833,0.00130332511445549
"KnutJaegersberg/webMistral-7B",0.734122090224502,-0.498160631030425,30,5600,0.666666666666667,0.734485404893575,0.713009980738925,5711,0.0211121094855771,0.0211121094855771,0.000445721166930993
"KoboldAI/LLaMA2-13B-Psyfighter2",0.714072279565404,-0.791802005955804,43,5600,0.511627906976744,0.715638791716081,0.768166695850114,5711,-0.05409441628471,0.05409441628471,0.0029262058731835
"Korabbit/Llama-2-7b-chat-hf-afr-441step-flan-v2",0.623793171464764,-2.31894497793159,57,5600,0.491228070175439,0.625156370233209,0.657327963579058,5711,-0.033534792114294,0.033534792114294,0.00112458228214891
"Kquant03/Buttercup-4x7B-bf16",0.832837285045143,0.999341965648758,30,5600,0.733333333333333,0.833373212971777,0.836455962178252,5711,-0.00361867713310904,0.00361867713310904,1.30948241936862e-05
"Kquant03/Medusa-7B-bf16",0.715920007154275,-0.751216399163193,30,5600,0.7,0.716005752255645,0.700928033619331,5711,0.014991973534944,0.014991973534944,0.00022475927047246
"Kquant03/Nanashi-2x7B-bf16",0.844140739852711,1.25463313607241,30,5600,0.733333333333333,0.844737548146352,0.853615829101734,5711,-0.00947508924902296,0.00947508924902296,8.97773162769505e-05
"Kquant03/Ryu-4x7B-MoE-bf16",0.699042491753317,-0.996927065210858,33,5600,0.818181818181818,0.698336258993816,0.756610050779198,5711,-0.057567559025881,0.057567559025881,0.00331402385219829
"Kukedlc/FrankeMerge-12.5B",0.833194378306895,0.999888225856191,30,5600,0.633333333333333,0.834270829177488,0.83365435125197,5711,-0.000459972945074938,0.000459972945074938,2.11575110200912e-07
"Kukedlc/NeuralKrishna-7B-v3",0.845288755089866,1.29002291819063,30,5600,0.7,0.846071279803097,0.853790929784626,5711,-0.00850217469476,0.00850217469476,7.22869745402173e-05
"Kukedlc/NeuralMiLLaMa-8B-slerp",0.669335750996776,-1.47148528121177,46,5600,0.608695652173913,0.66983799164241,0.725792330590089,5711,-0.056456579593313,0.056456579593313,0.00318734537937608
"Kukedlc/NeuralSirKrishna-7b",0.851127462239083,1.49417317659098,30,5600,0.7,0.851941434208055,0.856767641393801,5711,-0.00564017915471804,0.00564017915471804,3.18116208973159e-05
"Kukedlc/Smart-LLama-3-8b-Python-v5",0.697974853973984,-1.00134048689019,36,5600,0.75,0.697638242676907,0.734547364734722,5711,-0.0365725107607381,0.0365725107607381,0.0013375485433443
"kuotient/Seagull-Llama-3-8B-orpo-v0.1",0.699506391717024,-0.981886304614949,30,5600,0.633333333333333,0.699862799571874,0.727893538784801,5711,-0.028387147067777,0.028387147067777,0.000805830118647601
"kyujinpy/Sakura-SOLRCA-Instruct-DPO",0.803247174029246,0.500681859874372,30,5600,0.8,0.803264663296908,0.841183680616354,5711,-0.037936506587108,0.037936506587108,0.00143917853203369
"kyujinpy/SOLAR-Platypus-10.7B-v2",0.733543309909723,-0.503869280678903,30,5600,0.666666666666667,0.733903507270099,0.760287165119944,5711,-0.0267438552102209,0.0267438552102209,0.000715233791505261
"l3utterfly/mistral-7b-v0.1-layla-v2",0.71135630337286,-0.816588866232244,30,5600,0.666666666666667,0.711597001595694,0.696375415864122,5711,0.014980887508738,0.014980887508738,0.000224426990549464
"lamhieu/ghost-7b-v0.9.1",0.689353690757907,-1.13607961222604,41,5600,0.609756097560976,0.689940757014622,0.64892313080021,5711,0.040430559957697,0.040430559957697,0.00163463017849293
"lemon-mint/gemma-ko-7b-instruct-v0.62",0.686483732425391,-1.17899803298688,40,5600,0.625,0.686926061435646,0.691997898791805,5711,-0.005514166366414,0.005514166366414,3.04060307164913e-05
"LeroyDyer/Mixtral_AI_128k_b",0.76263745487977,-0.0801994977199352,30,5600,0.766666666666667,0.762615753559553,0.781474347749956,5711,-0.0188368928701861,0.0188368928701861,0.000354828533002867
"LeroyDyer/Mixtral_AI_Cyber_Matrix_2_0",0.740592992805808,-0.408213074244113,30,5600,0.866666666666667,0.739913960451082,0.760287165119944,5711,-0.0196941723141359,0.0196941723141359,0.000387860423138879
"LeroyDyer/Mixtral_AI_CyberBrain_3_0",0.758804817169625,-0.139190321767213,30,5600,0.733333333333333,0.758942006490108,0.77447032043425,5711,-0.015665503264625,0.015665503264625,0.000245407992533977
"LeroyDyer/Mixtral_AI_CyberUltron_DPO",0.718754013587584,-0.713784149626123,30,5600,0.566666666666667,0.719573155492005,0.709332866398179,5711,0.0094211471894049,0.0094211471894049,8.87580143644318e-05
"LeroyDyer/Mixtral_AI_MasterTron",0.694626990797309,-1.05701087742082,43,5600,0.604651162790698,0.695323222685789,0.658903869725092,5711,0.0357231210722171,0.0357231210722171,0.00127614137914028
"LeroyDyer/Mixtral_Uncensored",0.766668808238212,-0.0208870513408722,30,5600,0.8,0.766489286559064,0.771318508142182,5711,-0.00464969990396991,0.00464969990396991,2.16197091969778e-05
"leveldevai/TurdusDareBeagle-7B",0.834115794130996,1.00600343505535,30,5600,0.7,0.834838141316621,0.848362808614954,5711,-0.0142470144839579,0.0142470144839579,0.000202977421706107
"liminerity/binarized-ingotrix-slerp-7b",0.850365381865464,1.4803222904977,30,5600,0.766666666666667,0.850816182844991,0.851164419541236,5711,-0.000799037675772052,0.000799037675772052,6.38461207303203e-07
"liminerity/Blur-7b-v1.22",0.718833666599752,-0.716227690739706,30,5600,0.6,0.719473704301366,0.73769917702679,5711,-0.018865510427038,0.018865510427038,0.000355907483672679
"liminerity/e.star.7b",0.802822361276311,0.499946215016912,30,5600,0.666666666666667,0.803555695358589,0.824023813692873,5711,-0.021201452416562,0.021201452416562,0.000449501584571743
"liminerity/M7-7b",0.858822174012453,2.20994787141097,376,5600,0.659574468085106,0.873163126812736,0.858168446856943,5711,0.000653727155509931,0.000653727155509931,4.27359193851106e-07
"liminerity/phigment6-slerp",0.677854780387697,-1.3212390627982,48,5600,0.583333333333333,0.678671968690761,0.651724741726493,5711,0.026130038661204,0.026130038661204,0.000682778920436016
"llmixer/BigWeave-v20-110b",0.767063087603049,-0.0167599974457502,30,5600,0.766666666666667,0.767065222724789,0.84153388198214,5711,-0.074470794379091,0.074470794379091,0.00554589921545285
"lloorree/jfdslijsijdgis",0.750174431267671,-0.263253616740821,30,5600,0.7,0.750444670574319,0.814218175450884,5711,-0.064043744183213,0.064043744183213,0.00410160116900483
"Locutusque/llama-3-neural-chat-v2.2-8B",0.705074983594638,-0.90029170145989,34,5600,0.794117647058823,0.70453106506108,0.749781124146384,5711,-0.0447061405517459,0.0447061405517459,0.00199863900303246
"Locutusque/Llama-3-Orca-2.0-8B",0.696167662507866,-1.03226387156361,30,5600,0.633333333333333,0.696506087979183,0.735422868149186,5711,-0.03925520564132,0.03925520564132,0.00154097116994232
"Locutusque/OpenCerebrum-1.0-7b-SFT",0.734583299782806,-0.493351055823345,30,5600,0.733333333333333,0.734590032097614,0.75608474873052,5711,-0.021501448947714,0.021501448947714,0.000462312306851151
"LoSboccacc/orthogonal-2x7B-base",0.774716378779225,0.0949366222918722,30,5600,0.766666666666667,0.774759734499759,0.796007704430047,5711,-0.021291325650822,0.021291325650822,0.000453320547969352
"louisbrulenaudet/Pearl-34B-dare",0.715385634330365,-0.757672875032802,30,5600,0.7,0.715468501301623,0.759936963754159,5711,-0.044551329423794,0.044551329423794,0.00198482095342742
"louisbrulenaudet/Pearl-3x7B",0.785193259346097,0.249361725067317,30,5600,0.7,0.785652109935035,0.798984416039223,5711,-0.013791156693126,0.013791156693126,0.000190196002934355
"louisbrulenaudet/Pearl-7B-0210-dare",0.850805977868835,1.49602995103828,30,5600,0.7,0.851618218324143,0.852390124321485,5711,-0.00158414645264993,0.00158414645264993,2.50951998344334e-06
"louisbrulenaudet/Pearl-7B-0211-ties",0.84445455037677,1.26090780837063,30,5600,0.7,0.845232582066411,0.854316231833304,5711,-0.00986168145653399,0.00986168145653399,9.72527611501463e-05
"luqmanxyz/LelaStarling-7B",0.802526469146465,0.499729170042222,30,5600,0.533333333333333,0.803976342409372,0.811241463841709,5711,-0.00871499469524406,0.00871499469524406,7.59511325381321e-05
"lvkaokao/mistral-7b-finetuned-orca-dpo-v2",0.783545376176002,0.230652973377675,30,5600,0.7,0.783995351272102,0.763789178777797,5711,0.019756197398205,0.019756197398205,0.000390307335636842
"M4-ai/Hercules-Qwen1.5-14B",0.704006298667429,-0.918074369700324,30,5600,0.7,0.704027876577667,0.70740675888636,5711,-0.00340046021893092,0.00340046021893092,1.15631297005317e-05
"macadeliccc/laser-dolphin-mixtral-2x7b-dpo",0.785305496025183,0.250023004609288,30,5600,0.633333333333333,0.78612401754776,0.800560322185257,5711,-0.015254826160074,0.015254826160074,0.000232709721174078
"macadeliccc/SOLAR-10.7b-Instruct-dpo",0.802670635181288,0.499410488165105,30,5600,0.733333333333333,0.803044085640074,0.834704955349326,5711,-0.032034320168038,0.032034320168038,0.00102619766862836
"mahiatlinux/MasherAI-v6.1-7B-checkpoint6",0.75182358401816,-0.243406006451011,30,5600,0.733333333333333,0.751923172441956,0.760112064437051,5711,-0.00828848041889108,0.00828848041889108,6.86989076543408e-05
"maldv/winter-garden-7b-beta",0.759438593176084,-0.129487507221602,30,5600,0.7,0.759758729225506,0.78830327438277,5711,-0.0288646812066861,0.0288646812066861,0.000833169821163615
"manishiitg/open-aditi-hi-v1",0.734298534073736,-0.496690085811189,30,5600,0.666666666666667,0.734662799068748,0.724041323761163,5711,0.010257210312573,0.010257210312573,0.000105210363396354
"manishiitg/open-aditi-hi-v4",0.733524404153857,-0.506882264167718,30,5600,0.8,0.733166366833321,0.731045351076869,5711,0.00247905307698804,0.00247905307698804,6.14570415852385e-06
"martyn/llama-megamerge-dare-13b",0.706905125985016,-0.877952796919386,31,5600,0.612903225806452,0.707428390288398,0.751006828926633,5711,-0.044101702941617,0.044101702941617,0.00194496020235063
"martyn/llama2-megamerge-dare-13b-v2",0.698529253304815,-0.999136026116744,30,5600,0.666666666666667,0.69870086508204,0.71528628961653,5711,-0.016757036311715,0.016757036311715,0.000280798265952135
"maywell/Synatra-RP-Orca-2-7b-v0.1",0.642078051709167,-1.98151893165827,60,5600,0.516666666666667,0.643436297756559,0.655401856067239,5711,-0.013323804358072,0.013323804358072,0.000177523762572179
"MaziyarPanahi/Calme-7B-Instruct-v0.2",0.858900028344901,2.22117088823973,447,5600,0.662192393736018,0.87596354720191,0.858693748905621,5711,0.000206279439279977,0.000206279439279977,4.25512070696618e-08
"MaziyarPanahi/Calme-7B-Instruct-v0.9",0.859320871517065,2.09561734024628,137,5600,0.64963503649635,0.864579330129153,0.85799334617405,5711,0.00132752534301506,0.00132752534301506,1.76232353634724e-06
"MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.3",0.655393385977644,-1.72702124726377,49,5600,0.530612244897959,0.656494858849721,0.685694274207669,5711,-0.0303008882300251,0.0303008882300251,0.000918143827528472
"MaziyarPanahi/Llama-3-8B-Instruct-v0.4",0.690097808404791,-1.12042344320616,32,5600,0.65625,0.690292336039301,0.754333741901593,5711,-0.064235933496802,0.064235933496802,0.00412625515220557
"MaziyarPanahi/TheTop-5x7B-Instruct-S5-v0.1",0.833154794079903,0.999996811216839,30,5600,0.6,0.834410564963637,0.851514620907022,5711,-0.018359826827119,0.018359826827119,0.000337083241121799
"MaziyarPanahi/YamshadowInex12_Multi_verse_modelExperiment28",0.858853408152768,2.24564509043782,500,5600,0.676,0.876780212873627,0.858343547539835,5711,0.000509860612933011,0.000509860612933011,2.59957844620425e-07
"MediaTek-Research/Breeze-7B-Instruct-v1_0",0.740216858523149,-0.410201303456083,30,5600,0.6,0.740972066019683,0.744703204342497,5711,-0.00448634581934804,0.00448634581934804,2.01272988107816e-05
"MexIvanov/zephyr-python-ru-merged",0.734136759658025,-0.502067214012727,30,5600,0.7,0.73432062012297,0.7350726667834,5711,-0.000935907125374946,0.000935907125374946,8.75922147327595e-07
"microsoft/Phi-3-medium-4k-instruct",0.734218623190561,-0.496875879152067,30,5600,0.7,0.734402924572197,0.794781999649799,5711,-0.060563376459238,0.060563376459238,0.00366792256814339
"migtissera/Tess-2.0-Llama-3-70B-v0.2",0.750188766598784,-0.264718680687536,30,5600,0.766666666666667,0.750100016688185,0.835580458763789,5711,-0.085391692165005,0.085391692165005,0.00729174109080297
"migtissera/Tess-70B-v1.6",0.748845680169653,-0.285263723594839,30,5600,0.766666666666667,0.748749696400369,0.818245491157416,5711,-0.0693998109877629,0.0693998109877629,0.00481633376513722
"migtissera/Tess-M-Creative-v1.0",0.725669558953218,-0.616014527503425,30,5600,0.7,0.725807815105569,0.784626160042024,5711,-0.058956601088806,0.058956601088806,0.0034758808119446
"Mihaiii/Bucharest-0.3",0.749006779405626,-0.284199085245871,30,5600,0.666666666666667,0.749450262957183,0.775520924531606,5711,-0.02651414512598,0.02651414512598,0.000702999891761532
"Mihaiii/Metis-0.5",0.766295256519468,-0.0249598110550179,30,5600,0.766666666666667,0.766293256105749,0.767466293118543,5711,-0.00117103659907503,0.00117103659907503,1.3713267163732e-06
"Mihaiii/Pallas-0.4",0.715529229857509,-0.755067979846157,30,5600,0.7,0.715612870233761,0.755384345998949,5711,-0.03985511614144,0.03985511614144,0.00158843028264767
"mistral-community/Mistral-7B-v0.2",0.740383561771445,-0.408220077482927,30,5600,0.733333333333333,0.740421534276497,0.753283137804237,5711,-0.0128995760327919,0.0128995760327919,0.000166399061825779
"mlabonne/NeuralHermes-2.5-Mistral-7B-laser",0.785176884229801,0.249290087020295,30,5600,0.733333333333333,0.785456113408776,0.788828576431448,5711,-0.00365169220164696,0.00365169220164696,1.33348559355692e-05
"mlabonne/NeuralMarcoro14-7B",0.825588057286195,0.852558853727109,30,5600,0.633333333333333,0.826623540539083,0.834179653300648,5711,-0.00859159601445303,0.00859159601445303,7.38155220755652e-05
"mlabonne/NeuralMonarch-7B",0.850860064823874,1.49986532753944,30,5600,0.7,0.851672596591328,0.857292943442479,5711,-0.00643287861860498,0.00643287861860498,4.13819273217051e-05
"mncai/mistral-7b-dpo-v6",0.832968864538226,0.999951265719326,30,5600,0.633333333333333,0.834044100792471,0.841708982665032,5711,-0.00874011812680597,0.00874011812680597,7.63896648705224e-05
"moondriller/llama2-13B-eugeneparkthebest",0.667834800708801,-1.49857746460731,51,5600,0.588235294117647,0.668566387451664,0.685869374890562,5711,-0.018034574181761,0.018034574181761,0.000325245865917441
"MoxoffSpA/Volare",0.716616621002832,-0.743811769598738,30,5600,0.7,0.716706118063889,0.734022062686045,5711,-0.017405441683213,0.017405441683213,0.000302949400187729
"Mr-Bhaskar/fbt-mistral-7b",0.743938437630864,-0.354090341947148,30,5600,0.766666666666667,0.743816023470886,0.743477499562248,5711,0.000460938068616024,0.000460938068616024,2.1246390309947e-07
"MSL7/INEX12-7b",0.858825048774207,2.24722904570632,500,5600,0.676,0.876749073163835,0.857818245491157,5711,0.00100680328304992,0.00100680328304992,1.01365285076009e-06
"Muhammad2003/Myriad-7B-Slerp",0.859286856972664,2.05029467039699,105,5600,0.657142857142857,0.863149481173234,0.857643144808265,5711,0.00164371216439907,0.00164371216439907,2.70178967939347e-06
"mychen76/mistral-7b-merged-dare_6x7",0.819432795646833,0.749974453113275,30,5600,0.666666666666667,0.820255593468989,0.824549115741551,5711,-0.00511632009471796,0.00511632009471796,2.61767313116148e-05
"nbeerbower/flammen15X-mistral-7B",0.832540807041647,0.999923124953234,30,5600,0.533333333333333,0.834152337420687,0.845736298371564,5711,-0.013195491329917,0.013195491329917,0.000174120991437916
"nbeerbower/flammen9-mistral-7B",0.828657011603509,0.917586621518769,30,5600,0.566666666666667,0.830068090660619,0.835755559446682,5711,-0.00709854784317299,0.00709854784317299,5.03893814818159e-05
"nbeerbower/llama-3-dragonmaid-8B-v2",0.704545899623652,-0.908381165570791,30,5600,0.633333333333333,0.704929450249991,0.769567501313255,5711,-0.065021601689603,0.065021601689603,0.00422780868628139
"nbeerbower/llama-3-wissenschaft-8B-v2",0.81888607425562,0.745608620423547,30,5600,0.733333333333333,0.819346861011036,0.818595692523201,5711,0.000290381732419021,0.000290381732419021,8.43215505226716e-08
"nbeerbower/MaidFlameSoup-7B",0.832316117539699,0.995798658262637,30,5600,0.566666666666667,0.833746904528243,0.840133076518998,5711,-0.00781695897929902,0.00781695897929902,6.11048476840435e-05
"NECOUDBFM/Jellyfish",0.714819711601017,-0.770694317848587,30,5600,0.7,0.714899530514487,0.754158641218701,5711,-0.039338929617684,0.039338929617684,0.0015475513834651
"netcat420/MFANNv0.5",0.833648737849409,1.00030286075402,30,5600,0.733333333333333,0.834189036257934,0.817019786377167,5711,0.016628951472242,0.016628951472242,0.000276522027066178
"netcat420/MFANNV0.8",0.841926973318389,1.18897903159928,30,5600,0.533333333333333,0.843589057555292,0.844685694274208,5711,-0.00275872095581908,0.00275872095581908,7.61054131207535e-06
"NeuralNovel/Confinus-2x7B",0.843919759091517,1.25253086959531,30,5600,0.733333333333333,0.844515377183571,0.854316231833304,5711,-0.010396472741787,0.010396472741787,0.00010808664547072
"NickyNicky/Mistral-7B-OpenOrca-oasst_top1_2023-08-25-v2",0.734234723229739,-0.497059335014678,30,5600,0.7,0.734419111326129,0.735773069514971,5711,-0.00153834628523197,0.00153834628523197,2.36650929328701e-06
"nlpguy/AlloyIngotNeoX",0.84748429241801,1.36919525119039,30,5600,0.733333333333333,0.848099109073763,0.857117842759587,5711,-0.00963355034157698,0.00963355034157698,9.28052921836979e-05
"nlpguy/Hermes-low-tune-2",0.779345150174483,0.168495581792689,30,5600,0.733333333333333,0.779592969654777,0.778147434774996,5711,0.00119771539948699,0.00119771539948699,1.43452217816827e-06
"nonetrix/sillyrp-7b",0.775971553491688,0.114729057191487,30,5600,0.666666666666667,0.77656026921965,0.791455086674838,5711,-0.01548353318315,0.01548353318315,0.000239739799833707
"Noodlz/WizardLaker-7B",0.802595304579184,0.499362877245649,30,5600,0.766666666666667,0.802788816093974,0.799859919453686,5711,0.00273538512549809,0.00273538512549809,7.48233178479621e-06
"NotAiLOL/Athena-Llama-3-8B-v0.1",0.697105229213083,-1.01872270977076,30,5600,0.633333333333333,0.697448704415308,0.721765014883558,5711,-0.024659785670475,0.024659785670475,0.000608105029313764
"NousResearch/Hermes-2-Theta-Llama-3-8B",0.683898752304547,-1.22425460065602,42,5600,0.666666666666667,0.68402896957637,0.742426895464892,5711,-0.058528143160345,0.058528143160345,0.00342554354179784
"NousResearch/Meta-Llama-3-8B-Instruct",0.655979964079376,-1.71643975585505,46,5600,0.543478260869565,0.656911739078954,0.675013132551217,5711,-0.019033168471841,0.019033168471841,0.000362261502077482
"NovoCode/Novocode7b",0.714376259848953,-0.769578104039021,30,5600,0.8,0.713915090691945,0.708982665032394,5711,0.00539359481655899,0.00539359481655899,2.9090865045212e-05
"NovoCode/Novocode7b-v3",0.750594711953194,-0.257007411120984,30,5600,0.6,0.751405814531039,0.724216424444055,5711,0.0263782875091391,0.0263782875091391,0.000695814051914802
"Novocoders/Mistral-NeuralDPO-v0.4",0.784497536297773,0.241586335601653,30,5600,0.666666666666667,0.785132172938515,0.790754683943267,5711,-0.00625714764549401,0.00625714764549401,3.91518966575112e-05
"one-man-army/una-neural-chat-v3-3-P2-OMA",0.819475943980146,0.749990817887181,30,5600,0.666666666666667,0.820298974199069,0.810190859744353,5711,0.009285084235793,0.009285084235793,8.62127892657716e-05
"openaccess-ai-collective/DPOpenHermes-11B",0.78502423531979,0.248995709747385,30,5600,0.633333333333333,0.785841241973217,0.783925757310454,5711,0.00109847800933605,0.00109847800933605,1.20665393699488e-06
"openaccess-ai-collective/dpopenhermes-alpha-v0",0.767848705684785,-0.00256688913399092,30,5600,0.666666666666667,0.768393671783626,0.768341796533006,5711,-0.000493090848221023,0.000493090848221023,2.43138584599328e-07
"openaccess-ai-collective/grendel",0.714406710986475,-0.774488521029682,30,5600,0.7,0.714484305480119,0.700577832253546,5711,0.013828878732929,0.013828878732929,0.000191237887010057
"OpenBuddy/openbuddy-deepseek-10b-v17.1-4k",0.668368249504127,-1.48671194913775,48,5600,0.5625,0.669283536963817,0.646821922605498,5711,0.021546326898629,0.021546326898629,0.000464244202822584
"OpenBuddy/openbuddy-deepseek-67b-v15.3-4k",0.74190107473763,-0.388653547568951,30,5600,0.833333333333333,0.741408620921136,0.786026965505165,5711,-0.044125890767535,0.044125890767535,0.00194709423602843
"OpenBuddy/openbuddy-mistral2-7b-v20.2-32k",0.717812359479506,-0.726839767823759,30,5600,0.766666666666667,0.717549230356415,0.689721589914201,5711,0.028090769565305,0.028090769565305,0.000789091334771065
"openchat/openchat-3.5-0106-gemma",0.684460025792668,-1.21511980999259,43,5600,0.651162790697674,0.684717679402365,0.718788303274383,5711,-0.0343282774817151,0.0343282774817151,0.00117843063486163
"openlynn/Llama-3-Soliloquy-8B-v2",0.679756664536694,-1.29202692313407,46,5600,0.608695652173913,0.680345214513051,0.70022763088776,5711,-0.0204709663510659,0.0204709663510659,0.000419060463346474
"OpenPipe/mistral-ft-optimized-1227",0.794932962011346,0.388979370528834,30,5600,0.633333333333333,0.795803337031156,0.803712134477324,5711,-0.00877917246597804,0.00877917246597804,7.70738691873869e-05
"PeanutJar/LLaMa-2-PeanutButter_v19_R8-7B",0.665103666933033,-1.54079987810997,47,5600,0.595744680851064,0.665690713996936,0.676238837331466,5711,-0.0111351703984329,0.0111351703984329,0.000123992019802137
"PistachioAlt/Noromaid-Bagel-7B-Slerp",0.756654708959678,-0.173256668667122,30,5600,0.7,0.756959851018706,0.77972334092103,5711,-0.023068631961352,0.023068631961352,0.000532161780568311
"Ppoyaa/Alpha-Mistral-7B-Instruct",0.68883991653837,-1.14490196195979,36,5600,0.694444444444444,0.688803654316116,0.727193136053231,5711,-0.038353219514861,0.038353219514861,0.00147096944715512
"PSanni/MPOMixtral-8x7B-Instruct-v0.1",0.784749570756186,0.24749191475575,30,5600,0.566666666666667,0.78592416449455,0.832603747154614,5711,-0.047854176398428,0.047854176398428,0.00229002219877187
"quantumaikr/quantum-v0.01",0.833097438283365,0.999991405367192,30,5600,0.566666666666667,0.834532433462629,0.8448607949571,5711,-0.011763356673735,0.011763356673735,0.000138376560233505
"Qwen/Qwen1.5-MoE-A2.7B",0.68082444702051,-1.26848924795245,45,5600,0.577777777777778,0.681659208517526,0.688145683768167,5711,-0.00732123674765695,0.00732123674765695,5.36005075152424e-05
"Qwen/Qwen1.5-MoE-A2.7B-Chat",0.691679369641206,-1.10263081872925,43,5600,0.604651162790698,0.692352792872189,0.708282262300823,5711,-0.016602892659617,0.016602892659617,0.000275656044666764
"RaduGabriel/MUZD",0.795594880762968,0.397228328178265,30,5600,0.566666666666667,0.796827887302086,0.813167571353528,5711,-0.01757269059056,0.01757269059056,0.000308799454591556
"RaduGabriel/SirUkrainian2.0DPO",0.760805124715802,-0.108815286352841,30,5600,0.733333333333333,0.760953087685546,0.761162668534407,5711,-0.000357543818604977,0.000357543818604977,1.27837582222629e-07
"Rebecca19990101/Breeze-Petro-7B-Instruct-v1",0.718336378029871,-0.71855408506086,30,5600,0.733333333333333,0.718255604482456,0.687095079670811,5711,0.0312412983590601,0.0312412983590601,0.000976018723159811
"refine-ai/Llama3-7b",0.665116596990021,-1.54398997275466,50,5600,0.56,0.6660635933593,0.659604272456663,5711,0.00551232453335804,0.00551232453335804,3.03857217610609e-05
"refine-ai/Power-Llama-3-13b-Instruct",0.833187231015395,0.998595827369624,30,5600,0.566666666666667,0.834622709817992,0.786202066188058,5711,0.0469851648273371,0.0469851648273371,0.00220760571385203
"refuelai/Llama-3-Refueled",0.66948087656635,-1.4728285475312,50,5600,0.6,0.67010683040929,0.682542461915601,5711,-0.0130615853492509,0.0130615853492509,0.000170605011835767
