"model","pirt_accuracy","theta","n_subset_items","n_all_items","avg_observed","avg_predicted"
"Kukedlc/NeuralKrishna-7B-v3",0.845288755089866,1.29002291819063,30,5600,0.7,0.846071279803097
"grimjim/Mistral-7B-Instruct-demi-merge-v0.2-7B",0.768489074260949,0.00351834592409827,30,5600,0.766666666666667,0.768498889741708
"seyf1elislam/KuTrix-7b",0.824637680158201,0.832200132644291,30,5600,0.666666666666667,0.825488511469646
"louisbrulenaudet/Pearl-34B-dare",0.715385634330365,-0.757672875032802,30,5600,0.7,0.715468501301623
"Isaak-Carter/JOSIE_Beta-3-7B-slerp",0.764600451837118,-0.0499976935296235,30,5600,0.766666666666667,0.764589323211465
"Dampfinchen/Llama-3-8B-Ultra-Instruct-SaltSprinkle",0.65298704793365,-1.76665344492632,48,5600,0.5,0.654309702526737
"nbeerbower/flammen9-mistral-7B",0.828657011603509,0.917586621518769,30,5600,0.566666666666667,0.830068090660619
"Artples/L-MChat-7b",0.750559257296059,-0.257576912436424,30,5600,0.666666666666667,0.751011102487958
"leveldevai/TurdusDareBeagle-7B",0.834115794130996,1.00600343505535,30,5600,0.7,0.834838141316621
"SCE/Mistral-7B-math-ia3-pruned10",0.769988919678685,0.0247411841515188,30,5600,0.766666666666667,0.770006813321479
"DUAL-GPO/zephyr-7b-gpo-v5-i1",0.765657956168386,-0.0357353254616557,30,5600,0.733333333333333,0.765832056470909
"Ppoyaa/Alpha-Mistral-7B-Instruct",0.68883991653837,-1.14490196195979,36,5600,0.694444444444444,0.688803654316116
"Undi95/Borealis-10.7B-DPO",0.734030081103044,-0.497801876467907,30,5600,0.733333333333333,0.73403383378403
"CultriX/MergeTrix-7B",0.823648033963197,0.814520521648368,30,5600,0.7,0.824314001830144
"StrangeSX/Saraa-8B-ORPO-AUNQA-16bit",0.69558653327317,-1.04069500428407,32,5600,0.59375,0.696171800705775
"CorticalStack/pastiche-crown-clown-7b-dare-dpo",0.855506184316878,1.72526040202786,30,5600,0.8,0.855805140426305
"jrruethe/balthazar-2x10.7b-v1",0.725898673670072,-0.612195499503807,30,5600,0.766666666666667,0.725679097406177
"abhishek/autotrain-mixtral7x8b-math",0.784318220365013,0.240392749366239,30,5600,0.7,0.784772357997141
"allknowingroger/JaskierMistral-7B-slerp",0.86035423494183,2.28160065676934,500,5600,0.686,0.877447787387107
"jsfs11/MixtureofMerges-MoE-4x7b-v3",0.842547934182357,1.23373821621854,30,5600,0.566666666666667,0.844033829698599
"TeeZee/BigMaid-20B-v1.0",0.802436256100356,0.499670039132453,30,5600,0.566666666666667,0.803706110262477
"Korabbit/Llama-2-7b-chat-hf-afr-441step-flan-v2",0.623793171464764,-2.31894497793159,57,5600,0.491228070175439,0.625156370233209
"migtissera/Tess-2.0-Llama-3-70B-v0.2",0.750188766598784,-0.264718680687536,30,5600,0.766666666666667,0.750100016688185
"jilp00/Nous-Hermes-2-SOLAR-10.7B-v1.1",0.731366504606643,-0.53474514206187,30,5600,0.6,0.732074044128762
"Weyaxi/Newton-7B",0.72509292197951,-0.623266930141923,30,5600,0.733333333333333,0.725048539153547
"openaccess-ai-collective/grendel",0.714406710986475,-0.774488521029682,30,5600,0.7,0.714484305480119
"nlpguy/AlloyIngotNeoX",0.84748429241801,1.36919525119039,30,5600,0.733333333333333,0.848099109073763
"janhq/supermario-slerp-v2",0.819321016443995,0.749451104426337,30,5600,0.633333333333333,0.82032274543741
"rwitz2/go-bruins-v2.1",0.833489291988034,1.00005441825053,30,5600,0.666666666666667,0.834387798049011
"MSL7/INEX12-7b",0.858825048774207,2.24722904570632,500,5600,0.676,0.876749073163835
"RaduGabriel/SirUkrainian2.0DPO",0.760805124715802,-0.108815286352841,30,5600,0.733333333333333,0.760953087685546
"Qwen/Qwen1.5-MoE-A2.7B-Chat",0.691679369641206,-1.10263081872925,43,5600,0.604651162790698,0.692352792872189
"upstage/SOLAR-10.7B-Instruct-v1.0",0.803110788127898,0.500044662501547,30,5600,0.733333333333333,0.803486609248874
"ZhangShenao/0.001_idpo_declr_4iters_iter_4",0.768227823270955,0.000767852483682211,30,5600,0.733333333333333,0.768415764868465
"bofenghuang/vigostral-7b-chat",0.751070669541531,-0.25285914417788,30,5600,0.666666666666667,0.751525269197948
"flammenai/Mahou-1.1-mistral-7B",0.80465299872048,0.517177172874326,30,5600,0.633333333333333,0.805575725823104
"automerger/Experiment26Yamshadow-7B",0.858988523045014,2.04363941134294,103,5600,0.650485436893204,0.862895348199396
"aqweteddy/mistral_tv-neural-marconroni",0.801673408904348,0.488033290013955,30,5600,0.8,0.801682421878698
"Locutusque/OpenCerebrum-1.0-7b-SFT",0.734583299782806,-0.493351055823345,30,5600,0.733333333333333,0.734590032097614
"mlabonne/NeuralHermes-2.5-Mistral-7B-laser",0.785176884229801,0.249290087020295,30,5600,0.733333333333333,0.785456113408776
"MediaTek-Research/Breeze-7B-Instruct-v1_0",0.740216858523149,-0.410201303456083,30,5600,0.6,0.740972066019683
"ZhangShenao/0.001_idpo_declr_iter_2",0.769133041053711,0.010234558576632,30,5600,0.733333333333333,0.769325858150948
"viethq188/Rabbit-7B-DPO-Chat",0.819695696870852,0.749978243858798,30,5600,0.633333333333333,0.8206994438917
"gmonsoon/OpenMia-Indo-Engineering",0.765497192935401,-0.0364155863472099,30,5600,0.733333333333333,0.765670427367728
"fzzhang/Marcoroni-neural-chat-7B-v2_gsm8k_merged_s",0.780766864626067,0.189533312749667,30,5600,0.7,0.781201874668937
"Gille/StrangeMerges_40-7B-dare_ties",0.84393026065999,1.25065503997763,30,5600,0.8,0.844166868886166
"ryandt/MusingCaterpillar",0.833948792160343,1.00043870202258,30,5600,0.6,0.835208839514887
"ericpolewski/AIRIC-The-Mistral",0.742833901656342,-0.369823370125792,30,5600,0.6,0.743603204537795
"Azure99/blossom-v5-7b",0.670290652443924,-1.45738573249139,45,5600,0.622222222222222,0.670680045668042
"jae24/openhermes_dpo_norobot_0201",0.76017901026397,-0.11865474862241,30,5600,0.766666666666667,0.76014406776988
"GOAT-AI/GOAT-70B-Storytelling",0.75311535554473,-0.229924163311215,30,5600,0.7,0.753401434658975
"grimjim/kuno-kunoichi-v1-DPO-v2-SLERP-7B",0.818737897838282,0.747276281128129,30,5600,0.533333333333333,0.820275085797914
"migtissera/Tess-M-Creative-v1.0",0.725669558953218,-0.616014527503425,30,5600,0.7,0.725807815105569
"wolfeidau/NeuralHermes-2.5-Mistral-7B",0.785615248472741,0.252686719474621,30,5600,0.733333333333333,0.785896838679955
"brucethemoose/Yi-34B-200K-DARE-merge-v5",0.719420266016571,-0.706437338610737,30,5600,0.733333333333333,0.71934533028596
"zhengchenphd/Mistral-Plus-7B",0.749428763564711,-0.277105120755765,30,5600,0.666666666666667,0.749874519921433
"jeiku/Lunar_10.7B",0.734882825771073,-0.488531270015929,30,5600,0.733333333333333,0.734891171331779
"IDEA-CCNL/Ziya2-13B-Base",0.693938987946352,-1.06573141445127,33,5600,0.606060606060606,0.694459912430316
"rmihaylov/Llama-3-DARE-v2-8B",0.663054762315482,-1.57836256455369,49,5600,0.551020408163265,0.66404371626134
"YeungNLP/firefly-zephyr-6x7b-lora",0.748113022503428,-0.293909088215026,30,5600,0.733333333333333,0.74819262585623
"DreadPoor/ToppyLake-Bagel-7B-slerp",0.801090910944724,0.483126152168187,30,5600,0.7,0.801635386228088
"one-man-army/una-neural-chat-v3-3-P2-OMA",0.819475943980146,0.749990817887181,30,5600,0.666666666666667,0.820298974199069
"ycros/BagelMIsteryTour-v2-8x7B",0.785337542602037,0.248975025519956,30,5600,0.6,0.786335769941007
"jeonsworld/CarbonVillain-en-13B-v1",0.802922110025865,0.499986910660024,30,5600,0.666666666666667,0.803655981354551
"xxyyy123/test_merge_p_ov1_w0.66_w0.5_n1",0.698155135936597,-1.00225963986994,30,5600,0.633333333333333,0.698504265932664
"chlee10/T3Q-Merge-Mistral7B",0.85880146162852,2.19775563943149,312,5600,0.657051282051282,0.870705027443213
"mlabonne/NeuralMonarch-7B",0.850860064823874,1.49986532753944,30,5600,0.7,0.851672596591328
"OpenPipe/mistral-ft-optimized-1227",0.794932962011346,0.388979370528834,30,5600,0.633333333333333,0.795803337031156
"SanjiWatsuki/Kunoichi-7B",0.819172411485,0.749573797019711,30,5600,0.566666666666667,0.820532406519928
"dreamgen/opus-v1.2-llama-3-8b",0.660353405640257,-1.63444812216301,48,5600,0.5625,0.6611994005017
"mychen76/mistral-7b-merged-dare_6x7",0.819432795646833,0.749974453113275,30,5600,0.666666666666667,0.820255593468989
"YouKnowMee/Mistral-7b-instruct-v0.2-summ-dpo-ed2",0.844055309401214,1.25803486383536,30,5600,0.8,0.844292591139461
"JunchengXie/Mistral-7B-Instruct-v0.2-gpt-4-80k-base_lora",0.708010622381538,-0.861470416467558,30,5600,0.766666666666667,0.707694701137632
"ShenaoZhang/0.001_4iters_bs256_nodpo_only4w_iter_4",0.782873556504154,0.22129876101395,30,5600,0.6,0.783858512822847
"jan-hq/stealth-rag-v1.1",0.754198905214001,-0.207835469419709,30,5600,0.666666666666667,0.754670353536518
"indischepartij/OpenMia-Indo-Engineering-7b",0.76461983935856,-0.0496419653822556,30,5600,0.766666666666667,0.764608815154028
"Sao10K/Fimbulvetr-11B-v2-Test-14",0.802378230812458,0.499069074343787,30,5600,0.566666666666667,0.803647772450586
"OpenBuddy/openbuddy-deepseek-67b-v15.3-4k",0.74190107473763,-0.388653547568951,30,5600,0.833333333333333,0.741408620921136
"juhwanlee/gemma-7B-alpaca-case-0-2",0.716273503473361,-0.746800992454418,30,5600,0.7,0.716361152504636
"SilverCoder66/Mistral-7B-Instruct-adapt-v0.22",0.842864803918978,1.24683690970001,30,5600,0.6,0.84417287288084
"kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.31",0.735392014477241,-0.481821782730668,30,5600,0.666666666666667,0.735762168953779
"twodgirl/Nimue-7B",0.731842337053654,-0.526327325286854,30,5600,0.633333333333333,0.732372906193979
"Gille/StrangeMerges_18-7B-dare_ties",0.782710292531553,0.21786841451942,30,5600,0.7,0.783155769870143
"vaiv/llamion-14b-base",0.703261712010309,-0.930681168926423,35,5600,0.628571428571429,0.703731462220617
"DreadPoor/WestMonarchLasers-7B-slerp",0.842902747697994,1.24464195805737,30,5600,0.633333333333333,0.844031487811269
"llmixer/BigWeave-v20-110b",0.767063087603049,-0.0167599974457502,30,5600,0.766666666666667,0.767065222724789
"Yash21/OpenMistral-MoE",0.766674318224291,-0.0200615943597652,30,5600,0.7,0.767033425862842
"TIGER-Lab/MAmmoTH2-7B-Plus",0.732260329029813,-0.518636952691324,30,5600,0.7,0.732434083046132
"giraffe176/Open_Hermes_Maid_Sam_Mistral_dtv0.1",0.788694679386177,0.294447424616521,30,5600,0.7,0.789172388610878
"Undi95/C-Based-2x7B",0.767485980618687,-0.00501717239779258,30,5600,0.633333333333333,0.768208526295269
"MaziyarPanahi/Calme-7B-Instruct-v0.2",0.858900028344901,2.22117088823973,447,5600,0.662192393736018,0.87596354720191
"luqmanxyz/LelaStarling-7B",0.802526469146465,0.499729170042222,30,5600,0.533333333333333,0.803976342409372
"CultriX/NeuralCeptrix-7B-SLERP",0.856278563806187,1.76139834869299,31,5600,0.838709677419355,0.856376361521754
"FlagAlpha/Llama3-Chinese-8B-Instruct",0.65886904047419,-1.65972549919066,48,5600,0.541666666666667,0.659882317481172
"hiyouga/Qwen-14B-Chat-LLaMAfied",0.705598985980277,-0.898049905134416,37,5600,0.675675675675676,0.70579800853668
"TwT-6/open_llm_leaderboard_demo",0.715113549389149,-0.763597431433069,30,5600,0.633333333333333,0.715554017339181
"EmbeddedLLM/Medusa2-Mistral-7B-Instruct-v0.2",0.777753746974749,0.145037320280481,30,5600,0.7,0.778172528376768
"TheBloke/Orca-2-13B-GPTQ",0.678903662596205,-1.31237852360082,48,5600,0.625,0.679369688497613
"Kukedlc/FrankeMerge-12.5B",0.833194378306895,0.999888225856191,30,5600,0.633333333333333,0.834270829177488
"MaziyarPanahi/Llama-3-8B-Instruct-v0.4",0.690097808404791,-1.12042344320616,32,5600,0.65625,0.690292336039301
"TencentARC/LLaMA-Pro-8B-Instruct",0.640984762723654,-2.00739179776325,75,5600,0.506666666666667,0.642808085294563
"LeroyDyer/Mixtral_AI_CyberBrain_3_0",0.758804817169625,-0.139190321767213,30,5600,0.733333333333333,0.758942006490108
"OpenBuddy/openbuddy-mistral2-7b-v20.2-32k",0.717812359479506,-0.726839767823759,30,5600,0.766666666666667,0.717549230356415
"sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-corrupted",0.781029087286282,0.195295532827448,30,5600,0.566666666666667,0.782183642514035
"UCLA-AGI/test_final",0.784897582012522,0.246061478000687,30,5600,0.6,0.785893439725336
"nbeerbower/flammen15X-mistral-7B",0.832540807041647,0.999923124953234,30,5600,0.533333333333333,0.834152337420687
"MexIvanov/zephyr-python-ru-merged",0.734136759658025,-0.502067214012727,30,5600,0.7,0.73432062012297
"TitleOS/ExperimentOne",0.742941666273075,-0.36796821113406,30,5600,0.633333333333333,0.743532016360721
"YKM12/Mistral-7B-summ-privatev1",0.843802399666118,1.25092603024473,30,5600,0.7,0.844576918874374
"AwanLLM/Awanllm-Llama-3-8B-Instruct-ORPO-v0.1",0.662970300503697,-1.58323552268262,46,5600,0.543478260869565,0.663959971699803
"jondurbin/nontoxic-bagel-34b-v0.2",0.720297397231478,-0.697211392002132,33,5600,0.606060606060606,0.720974568797607
"tcapelle/gemma-7b-zephyr-dpo",0.688967328098296,-1.14078404069668,34,5600,0.647058823529412,0.68922332686857
"DreadPoor/connate-7B-slerp",0.83590154863282,1.04664897798868,30,5600,0.766666666666667,0.83627444745849
"macadeliccc/laser-dolphin-mixtral-2x7b-dpo",0.785305496025183,0.250023004609288,30,5600,0.633333333333333,0.78612401754776
"BFauber/lora_llama2-13b_10e5_r2_a64",0.706320184818429,-0.88367879410343,30,5600,0.666666666666667,0.706533758524812
"aloobun/Cypher-7B",0.800744428067319,0.473854933722273,30,5600,0.5,0.802364236477018
"ewqr2130/alignment-handbook-zephyr-7b_ppo_5e7step_102",0.732583666193584,-0.517922943966927,30,5600,0.7,0.732759161702706
"PSanni/MPOMixtral-8x7B-Instruct-v0.1",0.784749570756186,0.24749191475575,30,5600,0.566666666666667,0.78592416449455
"LeroyDyer/Mixtral_AI_CyberUltron_DPO",0.718754013587584,-0.713784149626123,30,5600,0.566666666666667,0.719573155492005
"refine-ai/Power-Llama-3-13b-Instruct",0.833187231015395,0.998595827369624,30,5600,0.566666666666667,0.834622709817992
"andysalerno/rainbowfish-v6",0.749743752047646,-0.268767570541487,30,5600,0.6,0.750550271358495
"Weyaxi/SauerkrautLM-UNA-SOLAR-Instruct-test",0.803211942720449,0.500255632303468,30,5600,0.766666666666667,0.803408775446052
"acrastt/kalomaze-stuff",0.747675174407394,-0.299037057870135,30,5600,0.7,0.747931952725566
"nbeerbower/llama-3-dragonmaid-8B-v2",0.704545899623652,-0.908381165570791,30,5600,0.633333333333333,0.704929450249991
"v1olet/v1olet_merged_dpo_7B_v3",0.832998463148495,0.999977957895785,30,5600,0.6,0.834253392034394
"andysalerno/openchat-nectar-0.11",0.737594230433461,-0.449277434193979,30,5600,0.8,0.737258113182654
"lemon-mint/gemma-ko-7b-instruct-v0.62",0.686483732425391,-1.17899803298688,40,5600,0.625,0.686926061435646
"adamo1139/yi-34b-200k-rawrr-dpo-2",0.714502140729031,-0.768887094243273,30,5600,0.7,0.714580249206925
"LeroyDyer/Mixtral_AI_128k_b",0.76263745487977,-0.0801994977199352,30,5600,0.766666666666667,0.762615753559553
"grimjim/zephyr-wizard-kuno-royale-BF16-merge-7B",0.803015883427369,0.499991024190722,30,5600,0.766666666666667,0.803211660178324
"migtissera/Tess-70B-v1.6",0.748845680169653,-0.285263723594839,30,5600,0.766666666666667,0.748749696400369
"0-hero/Matter-0.1-Slim-7B-preview",0.727324191205885,-0.590632830750671,30,5600,0.666666666666667,0.727650892415252
"AA051610/A0127",0.735244031706834,-0.490104938882178,30,5600,0.7,0.735433855935058
"xxx777xxxASD/L3-ChaoticSoliloquy-v1.5-4x8B",0.670265056585933,-1.45127203770695,46,5600,0.543478260869565,0.671315145279299
"kuotient/Seagull-Llama-3-8B-orpo-v0.1",0.699506391717024,-0.981886304614949,30,5600,0.633333333333333,0.699862799571874
"CorticalStack/mistral-7b-slimorca-sft",0.736186338728237,-0.469686096101102,30,5600,0.733333333333333,0.73620170500505
"RaduGabriel/MUZD",0.795594880762968,0.397228328178265,30,5600,0.566666666666667,0.796827887302086
"l3utterfly/mistral-7b-v0.1-layla-v2",0.71135630337286,-0.816588866232244,30,5600,0.666666666666667,0.711597001595694
"dawn17/StarlingMaid-2x7B-base",0.766555696559822,-0.0238354207944674,30,5600,0.8,0.76637556566158
"NousResearch/Meta-Llama-3-8B-Instruct",0.655979964079376,-1.71643975585505,46,5600,0.543478260869565,0.656911739078954
"Locutusque/Llama-3-Orca-2.0-8B",0.696167662507866,-1.03226387156361,30,5600,0.633333333333333,0.696506087979183
"martyn/llama2-megamerge-dare-13b-v2",0.698529253304815,-0.999136026116744,30,5600,0.666666666666667,0.69870086508204
"Weyaxi/MetaMath-Chupacabra-7B-v2.01-Slerp",0.780517220668569,0.18800523719594,30,5600,0.633333333333333,0.781309952557269
"louisbrulenaudet/Pearl-7B-0210-dare",0.850805977868835,1.49602995103828,30,5600,0.7,0.851618218324143
"Sao10K/NyakuraV2.1-m7",0.730683864929066,-0.558348643409605,32,5600,0.6875,0.730932048060842
"PistachioAlt/Noromaid-Bagel-7B-Slerp",0.756654708959678,-0.173256668667122,30,5600,0.7,0.756959851018706
"0-hero/Matter-0.2-32B",0.728658392922015,-0.577416088406125,30,5600,0.766666666666667,0.728453680496101
"uukuguy/speechless-zephyr-code-functionary-7b",0.752095232273783,-0.240903424021325,30,5600,0.766666666666667,0.752016750580464
"automerger/PasticheInex12-7B",0.854563766161339,1.66110390055605,30,5600,0.766666666666667,0.855037179623609
"csujeong/Falcon-7B-Fintued-Finance-Stock-E",0.679273964241696,-1.29639790717727,47,5600,0.595744680851064,0.679980947191338
"allknowingroger/M7merge-7B-slerp",0.859222837656819,2.03424715605652,98,5600,0.663265306122449,0.862713175368627
