"model","theta_atlas","se","num_items","time_sec"
"viethq188/Rabbit-7B-DPO-Chat",0.749978243858798,0.0462995984546471,30,9.68945240974426
"gmonsoon/OpenMia-Indo-Engineering",-0.0364155863472099,0.0718655417440212,30,9.67092895507812
"fzzhang/Marcoroni-neural-chat-7B-v2_gsm8k_merged_s",0.189533312749667,0.0660253028308247,30,9.41294741630554
"Gille/StrangeMerges_40-7B-dare_ties",1.25065503997763,0.0543323687135687,30,9.62496757507324
"ryandt/MusingCaterpillar",1.00043870202258,0.0486300470423964,30,9.7191743850708
"ericpolewski/AIRIC-The-Mistral",-0.369823370125792,0.0848922768343736,30,9.57744026184082
"Azure99/blossom-v5-7b",-1.45738573249139,0.0996356400707003,45,14.4587490558624
"jae24/openhermes_dpo_norobot_0201",-0.11865474862241,0.0747367123425927,30,9.66366505622864
"GOAT-AI/GOAT-70B-Storytelling",-0.229924163311215,0.0838859101238226,30,9.62421774864197
"grimjim/kuno-kunoichi-v1-DPO-v2-SLERP-7B",0.747276281128129,0.0467140595057357,30,9.61750769615173
"migtissera/Tess-M-Creative-v1.0",-0.616014527503425,0.0798871402907222,30,9.67265105247498
"wolfeidau/NeuralHermes-2.5-Mistral-7B",0.252686719474621,0.0603069117640276,30,9.62413620948792
"brucethemoose/Yi-34B-200K-DARE-merge-v5",-0.706437338610737,0.0806036397775136,30,9.63386368751526
"zhengchenphd/Mistral-Plus-7B",-0.277105120755765,0.0840214379269202,30,9.6392924785614
"jeiku/Lunar_10.7B",-0.488531270015929,0.0840714208149464,30,9.54808282852173
"IDEA-CCNL/Ziya2-13B-Base",-1.06573141445127,0.0985338634460726,33,10.6142508983612
"rmihaylov/Llama-3-DARE-v2-8B",-1.57836256455369,0.099279376823056,49,15.7809917926788
"YeungNLP/firefly-zephyr-6x7b-lora",-0.293909088215026,0.0841841964971206,30,9.64166569709778
"DreadPoor/ToppyLake-Bagel-7B-slerp",0.483126152168187,0.0519476587555337,30,9.64832162857056
"one-man-army/una-neural-chat-v3-3-P2-OMA",0.749990817887181,0.0468684511648361,30,9.66356158256531
"ycros/BagelMIsteryTour-v2-8x7B",0.248975025519956,0.0623016554285138,30,9.65226292610168
"jeonsworld/CarbonVillain-en-13B-v1",0.499986910660024,0.0485124562403319,30,9.65145063400269
"xxyyy123/test_merge_p_ov1_w0.66_w0.5_n1",-1.00225963986994,0.0962961696066613,30,9.70226669311523
"chlee10/T3Q-Merge-Mistral7B",2.19775563943149,0.0999661382444718,312,99.6652626991272
"mlabonne/NeuralMonarch-7B",1.49986532753944,0.067807126382651,30,9.50864195823669
"OpenPipe/mistral-ft-optimized-1227",0.388979370528834,0.0501080522011321,30,9.53677010536194
"SanjiWatsuki/Kunoichi-7B",0.749573797019711,0.0466410573777449,30,9.49352335929871
"dreamgen/opus-v1.2-llama-3-8b",-1.63444812216301,0.0994298932393419,48,15.3575701713562
"mychen76/mistral-7b-merged-dare_6x7",0.749974453113275,0.0476164802594559,30,9.52755832672119
"YouKnowMee/Mistral-7b-instruct-v0.2-summ-dpo-ed2",1.25803486383536,0.05685752526162,30,9.68192863464355
"JunchengXie/Mistral-7B-Instruct-v0.2-gpt-4-80k-base_lora",-0.861470416467558,0.0867712803735674,30,9.64288783073425
"ShenaoZhang/0.001_4iters_bs256_nodpo_only4w_iter_4",0.22129876101395,0.0607346959238514,30,9.64859390258789
"jan-hq/stealth-rag-v1.1",-0.207835469419709,0.0813610507867719,30,9.51359939575195
"indischepartij/OpenMia-Indo-Engineering-7b",-0.0496419653822556,0.0719147991213083,30,9.6335301399231
"Sao10K/Fimbulvetr-11B-v2-Test-14",0.499069074343787,0.0481488759229493,30,9.63629531860352
"OpenBuddy/openbuddy-deepseek-67b-v15.3-4k",-0.388653547568951,0.0915418247641713,30,9.54802227020264
"juhwanlee/gemma-7B-alpaca-case-0-2",-0.746800992454418,0.0760948047424033,30,9.57251977920532
"SilverCoder66/Mistral-7B-Instruct-adapt-v0.22",1.24683690970001,0.0529675264781101,30,9.46848464012146
"kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.31",-0.481821782730668,0.0870669780360886,30,9.6293261051178
"twodgirl/Nimue-7B",-0.526327325286854,0.0794637852634907,30,9.62396287918091
"Gille/StrangeMerges_18-7B-dare_ties",0.21786841451942,0.0656349443288688,30,9.32636475563049
"vaiv/llamion-14b-base",-0.930681168926423,0.0951191144429832,35,11.1666989326477
"DreadPoor/WestMonarchLasers-7B-slerp",1.24464195805737,0.0533539593635835,30,9.66745090484619
"llmixer/BigWeave-v20-110b",-0.0167599974457502,0.0712251148552296,30,9.20194029808044
"Yash21/OpenMistral-MoE",-0.0200615943597652,0.068152246643717,30,9.4562520980835
"TIGER-Lab/MAmmoTH2-7B-Plus",-0.518636952691324,0.0793222436477091,30,9.42307257652283
"giraffe176/Open_Hermes_Maid_Sam_Mistral_dtv0.1",0.294447424616521,0.0563194400394511,30,9.4046323299408
"Undi95/C-Based-2x7B",-0.00501717239779258,0.069962341537583,30,9.65029287338257
"MaziyarPanahi/Calme-7B-Instruct-v0.2",2.22117088823973,0.0997429926437796,447,143.256368398666
"luqmanxyz/LelaStarling-7B",0.499729170042222,0.046769309262712,30,9.6097936630249
"CultriX/NeuralCeptrix-7B-SLERP",1.76139834869299,0.0999553507979668,31,9.37483978271484
"FlagAlpha/Llama3-Chinese-8B-Instruct",-1.65972549919066,0.0996287332259917,48,15.3321442604065
"hiyouga/Qwen-14B-Chat-LLaMAfied",-0.898049905134416,0.0943074973556099,37,11.2134430408478
"TwT-6/open_llm_leaderboard_demo",-0.763597431433069,0.0834341911924856,30,9.09948897361755
"EmbeddedLLM/Medusa2-Mistral-7B-Instruct-v0.2",0.145037320280481,0.0702619669894336,30,8.92774701118469
"TheBloke/Orca-2-13B-GPTQ",-1.31237852360082,0.0998322535770705,48,14.3217580318451
"Kukedlc/FrankeMerge-12.5B",0.999888225856191,0.0468914751007769,30,8.89211869239807
"MaziyarPanahi/Llama-3-8B-Instruct-v0.4",-1.12042344320616,0.098658773394581,32,9.69738078117371
"TencentARC/LLaMA-Pro-8B-Instruct",-2.00739179776325,0.0996874359742729,75,22.7956931591034
"LeroyDyer/Mixtral_AI_CyberBrain_3_0",-0.139190321767213,0.0748679815492641,30,9.46530103683472
"OpenBuddy/openbuddy-mistral2-7b-v20.2-32k",-0.726839767823759,0.0799772143795939,30,9.65035629272461
"sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-corrupted",0.195295532827448,0.0621451070348932,30,9.66452360153198
"UCLA-AGI/test_final",0.246061478000687,0.0585057795518288,30,9.63509702682495
"nbeerbower/flammen15X-mistral-7B",0.999923124953234,0.0461332174358545,30,9.63203167915344
"MexIvanov/zephyr-python-ru-merged",-0.502067214012727,0.0819547647740039,30,9.68205499649048
"TitleOS/ExperimentOne",-0.36796821113406,0.0861540306835622,30,9.48540186882019
"YKM12/Mistral-7B-summ-privatev1",1.25092603024473,0.0524938413579237,30,9.6474974155426
"AwanLLM/Awanllm-Llama-3-8B-Instruct-ORPO-v0.1",-1.58323552268262,0.0997915227615304,46,14.8685002326965
"jondurbin/nontoxic-bagel-34b-v0.2",-0.697211392002132,0.0967403464504803,33,10.6719329357147
"tcapelle/gemma-7b-zephyr-dpo",-1.14078404069668,0.0992817861487405,34,10.9452128410339
"DreadPoor/connate-7B-slerp",1.04664897798868,0.046387420882033,30,9.62551426887512
"macadeliccc/laser-dolphin-mixtral-2x7b-dpo",0.250023004609288,0.0572268329768319,30,9.62866759300232
"BFauber/lora_llama2-13b_10e5_r2_a64",-0.88367879410343,0.0898051060296667,30,9.68041253089905
"aloobun/Cypher-7B",0.473854933722273,0.0491267884675051,30,9.62608337402344
"ewqr2130/alignment-handbook-zephyr-7b_ppo_5e7step_102",-0.517922943966927,0.0805931765306336,30,9.62380528450012
"PSanni/MPOMixtral-8x7B-Instruct-v0.1",0.24749191475575,0.0590588925152489,30,9.55406546592712
"LeroyDyer/Mixtral_AI_CyberUltron_DPO",-0.713784149626123,0.093948705447903,30,9.62232208251953
"refine-ai/Power-Llama-3-13b-Instruct",0.998595827369624,0.0468886266368262,30,9.47568511962891
"andysalerno/rainbowfish-v6",-0.268767570541487,0.0807564295823264,30,9.59414863586426
"Weyaxi/SauerkrautLM-UNA-SOLAR-Instruct-test",0.500255632303468,0.047609035604919,30,9.62376093864441
"acrastt/kalomaze-stuff",-0.299037057870135,0.0845543139627688,30,9.56992363929749
"nbeerbower/llama-3-dragonmaid-8B-v2",-0.908381165570791,0.0924749640422467,30,9.03472542762756
"v1olet/v1olet_merged_dpo_7B_v3",0.999977957895785,0.0447579014531888,30,9.32562613487244
"andysalerno/openchat-nectar-0.11",-0.449277434193979,0.0849420385126288,30,9.51630234718323
"lemon-mint/gemma-ko-7b-instruct-v0.62",-1.17899803298688,0.0986850742912403,40,12.5612206459045
"adamo1139/yi-34b-200k-rawrr-dpo-2",-0.768887094243273,0.0771365461124974,30,9.23437929153442
"LeroyDyer/Mixtral_AI_128k_b",-0.0801994977199352,0.0745714669616976,30,9.58700942993164
"grimjim/zephyr-wizard-kuno-royale-BF16-merge-7B",0.499991024190722,0.0476899680973682,30,9.58471536636353
"migtissera/Tess-70B-v1.6",-0.285263723594839,0.0922292033907287,30,9.4267590045929
"0-hero/Matter-0.1-Slim-7B-preview",-0.590632830750671,0.0779359496031542,30,8.94202709197998
"AA051610/A0127",-0.490104938882178,0.0950419410038542,30,9.12907218933105
"xxx777xxxASD/L3-ChaoticSoliloquy-v1.5-4x8B",-1.45127203770695,0.099540250815335,46,13.8307120800018
"kuotient/Seagull-Llama-3-8B-orpo-v0.1",-0.981886304614949,0.0960671398383438,30,9.14133739471436
"CorticalStack/mistral-7b-slimorca-sft",-0.469686096101102,0.078632598420941,30,9.14100313186646
"RaduGabriel/MUZD",0.397228328178265,0.0565828526620766,30,9.11098718643188
"l3utterfly/mistral-7b-v0.1-layla-v2",-0.816588866232244,0.0860176946703057,30,9.15242791175842
"dawn17/StarlingMaid-2x7B-base",-0.0238354207944674,0.0784355181174506,30,9.05556654930115
"NousResearch/Meta-Llama-3-8B-Instruct",-1.71643975585505,0.099883228870992,46,14.6332523822784
"Locutusque/Llama-3-Orca-2.0-8B",-1.03226387156361,0.0967183300340154,30,9.4383864402771
"martyn/llama2-megamerge-dare-13b-v2",-0.999136026116744,0.0964504151420455,30,9.4863748550415
"Weyaxi/MetaMath-Chupacabra-7B-v2.01-Slerp",0.18800523719594,0.06532027172104,30,9.25613331794739
"louisbrulenaudet/Pearl-7B-0210-dare",1.49602995103828,0.0666057056959231,30,9.61962890625
"Sao10K/NyakuraV2.1-m7",-0.558348643409605,0.0986341540201746,32,10.0255732536316
"PistachioAlt/Noromaid-Bagel-7B-Slerp",-0.173256668667122,0.077369076109221,30,9.67006659507751
"0-hero/Matter-0.2-32B",-0.577416088406125,0.0892530606297104,30,9.62969779968262
"uukuguy/speechless-zephyr-code-functionary-7b",-0.240903424021325,0.0824385538887714,30,9.58767700195312
"automerger/PasticheInex12-7B",1.66110390055605,0.0860457165837383,30,9.63519191741943
"csujeong/Falcon-7B-Fintued-Finance-Stock-E",-1.29639790717727,0.0996683331972704,47,15.0368218421936
"allknowingroger/M7merge-7B-slerp",2.03424715605652,0.099863243305381,98,31.1836638450623
